subject_lemma,verb_lemma,object_lemma
firefighter,rescue,mother
provider,deliver,music
PROPN,have,force
PROPN,tell,abcnews.com
city,should,PROPN
appointment,offer,indication
PROPN,oppose,approach
PROPN,will,vote
PROPN,shrug,it
community,to,situation
publisher,print,copy
PROPN,to,control
wedding,take,place
percent,begin,habit
police,have,man
president,call,resolution
service,do,much
president,welcome,advice
PROPN,win,election
leader,cause,storm
check,have,trace
PROPN,extend,it
PROPN,withhold,information
kilogramme,weigh,mile
sardine,celebrate,coup
People,be,letter
People,be,letter
gust,can,you
academy,announce,promotion
PROPN,replace,she
PROPN,call,sister
trader,worry,fallout
PROPN,save,life
case,raise,question
t,do,that
faction,could,majority
man,have,disharmony
parent,accompany,he
recession,be,pressure
PROPN,will,investigation
PROPN,have,proportion
PROPN,reach,final
PROPN,be,mistake
police,fire,teargas
PROPN,have,PROPN
PROPN,have,PROPN
PROPN,say,PROPN
windmill,can,"3,000"
champion,hand,mauling
set,could,all
detail,look,all
firm,be,thousand
half,raise,head
authority,see,it
PROPN,leave,PROPN
scientist,have,subject
drought,deplete,pasture
PROPN,have,advantage
defeat,energize,opposition
PROPN,have,construction
people,to,habit
PROPN,have,recall
PROPN,win,player
PROPN,have,enthusiasm
PROPN,declare,independence
PROPN,spend,reception
people,view,street
PROPN,would,nominee
PROPN,would,PROPN
film,bring,critic
thunder,draw,crowd
PROPN,could,some
firm,shut,factory
court,have,decision
PROPN,have,police
PROPN,have,threat
bailout,will,billion
cac-40,rise,percent
PROPN,create,superhero
usnewswire,will,thousand
government,be,type
pair,share,sense
PROPN,do,funding
medium,would,flight
PROPN,resemble,PROPN
protester,want,transition
cent,achieve,gcse
psychiatrist,have,jury
PROPN,should,recommendation
immigrant,have,little
clampdown,intensify,crisis
clampdown,cloud,prospect
move,will,little
government,be,that
PROPN,may,time
show,get,range
authority,to,access
lot,love,reporting
PROPN,overcome,problem
PROPN,issue,statement
company,would,"500,000"
company,compel,owner
position,have,tension
PROPN,have,recognition
city,suffer,violent
ambulance,leave,scene
attack,leave,crater
strength,cross,range
furlough,will,quarter
PROPN,meet,counterpart
PROPN,report,breakthrough
PROPN,win,17
line,will,wardrobe
line,keep,you
buddy,spot,cat
athlete,use,steroid
hearing,do,detainee
PROPN,have,career
police,draw,question
side,having,goal
bird,eat,eye
PROPN,urge,PROPN
official,bat,idea
official,mediate,agreement
PROPN,approve,which
nation,to,science
amount,have,guarantee
villager,board,truck
PROPN,name,team
PROPN,invent,firework
belief,anticipate,endeavor
PROPN,caution,reader
assumption,include,factor
PROPN,do,work
PROPN,undo,much
sme,be,time
PROPN,take,year
trader,would,career
PROPN,tell,PROPN
customer,have,complaint
company,submit,proposal
company,receive,counterproposal
PROPN,have,mechanism
PROPN,exert,effect
candidate,have,change
poll,show,change
user,to,direction
user,find,way
encyclical,create,firestorm
PROPN,do,navy
t,don,any
man,have,injury
PROPN,live,PROPN
rich,await,man
force,take,responsibility
kidnapping,spark,manhunt
people,occupy,mile
PROPN,dazzle,world
Police,carry,shield
stall,sell,wine
PROPN,limit,cap
user,can,that
PROPN,have,cap
People,may,shock
PROPN,hold,share
government,have,source
spokesman,criticise,plan
science,have,cause
science,have,cause
science,find,cause
sale,would,flexibility
wife,have,birth
t,remember,name
PROPN,call,she
PROPN,urge,editor
PROPN,have,surgery
society,to,which
witness,tell,police
car,drive,fire
car,open,fire
PROPN,give,"88,000"
restaurant,offer,series
PROPN,will,game
driver,minimise,distraction
PROPN,have,decision
area,have,home
street,contain,scene
PROPN,sue,PROPN
rule,ban,resident
invasion,alienate,many
PROPN,plead,PROPN
growth,have,impact
scientist,be,microalgae
PROPN,would,spade
PROPN,throw,spade
PROPN,want,what
PROPN,have,scholar
t,hear,snap
PROPN,score,goal
PROPN,drop,glove
prisoner,have,right
demand,have,specter
t,expect,type
medium,see,picture
PROPN,pilot,PROPN
PROPN,reveal,concern
extremist,be,military
PROPN,score,point
PROPN,put,PROPN
king,could,work
PROPN,seduce,nymph
PROPN,be,stock
PROPN,match,that
bank,provide,solution
PROPN,visit,PROPN
mullah,take,advantage
people,have,case
people,have,case
spokesman,say,question
member,reject,offer
lawyer,offer,advice
patient,refuse,treatment
PROPN,report,loss
PROPN,will,driver
supporter,deliver,ballot
administration,would,plan
one,could,case
government,predict,rate
school,receive,"11,629"
panel,will,policy
PROPN,lose,control
musician,earn,place
people,may,that
PROPN,miss,ride
PROPN,will,opportunity
user,can,much
t,be,much
jury,deliberate,day
audience,include,man
PROPN,find,man
module,offer,range
paper,reflect,concern
crash,have,calendar
PROPN,make,it
employee,make,transaction
PROPN,slash,rating
PROPN,to,district
organism,have,PROPN
PROPN,abandon,bid
buyer,should,factor
t,hadn,pass
nation,will,opportunity
action,violate,pledge
man,look,hole
man,find,hole
neighbour,have,it
meeting,take,place
belief,express,itself
band,roam,street
PROPN,announce,selection
people,wouldn,that
PROPN,make,decision
PROPN,have,act
environmentalist,rescue,penguin
father,have,job
PROPN,end,season
PROPN,win,title
nature,have,call
bank,will,show
PROPN,will,damage
people,to,life
people,will,activity
term,be,‟
term,not,‟
government,would,charge
survivor,would,PROPN
tech,decide,surgery
PROPN,create,website
rickroller,set,site
PROPN,have,most
figure,do,nothing
net,have,that
PROPN,tell,reporter
mother,leave,husband
overhaul,lose,support
PROPN,make,themselves
PROPN,face,inflation
strike,end,career
deposit,could,damage
user,can,idea
actor,crash,motorcycle
kick,come,top
kick,skim,top
PROPN,be,PROPN
board,have,candidate
PROPN,begin,effort
thousand,lose,business
man,want,PROPN
concentration,be,militant
theatregoer,can,ticket
mutation,cause,disease
plea,echo,call
release,have,justice
member,throw,grenade
PROPN,bless,PROPN
PROPN,cite,year
PROPN,could,switch
PROPN,singe,line
people,can,journey
politician,lead,thousand
PROPN,could,financing
third,subscribe,evidence
investor,shore,profit
office,receive,fax
PROPN,would,they
PROPN,describe,crime
insolvency,cover,company
band,play,music
band,lay,wreath
police,enter,site
troop,could,surveillance
PROPN,back,reinstatement
doctor,be,survivor
movement,pose,challenge
percent,offer,coverage
plan,would,method
plan,establish,method
leader,will,money
leader,save,money
leader,take,choice
man,hold,fire
researcher,recognise,marsupial
researcher,recognise,scientist
PROPN,choose,work
handbag,can,accent
player,threaten,rebellion
prosecutor,want,record
PROPN,repress,minority
PROPN,commit,suicide
focus,will,fall
vehicle,have,item
member,will,what
state,establish,zone
man,take,bomb
bus,kill,themselves
bus,take,citizen
t,have,interest
state,have,commander
PROPN,tell,reporter
internet,have,structure
revolutionary,want,whatever
PROPN,buy,acre
card,cost,25
authority,refuse,access
PROPN,have,PROPN
book,could,cook
PROPN,receive,"270,000"
t,discuss,connection
medium,have,flicker
PROPN,score,point
PROPN,have,rebound
PROPN,have,accuracy
official,tell,PROPN
PROPN,tell,reporter
PROPN,have,decision
flooding,cause,death
flooding,affect,people
PROPN,to,lead
school,have,program
client,would,charge
client,make,application
percent,have,beginning
installation,mark,era
pressure,bring,reward
PROPN,make,pointer
passage,intend,migrant
magistrate,have,member
PROPN,promise,lot
official,be,damage
PROPN,tell,investigator
trader,have,dollar
motorist,face,delay
judge,can,juvenile
judge,would,they
saving,could,PROPN
saving,transform,country
equity,will,household
hotel,reopen,room
sale,have,interest
inspection,find,problem
train,have,passenger
t,have,it
PROPN,have,word
punishment,could,end
PROPN,might,it
PROPN,have,twelve
relative,have,inkling
PROPN,would,cabinet
PROPN,have,morning
venture,will,ship
venture,support,ship
official,have,team
visit,could,he
PROPN,provide,estimate
shop,take,500
shooting,take,place
PROPN,redirect,shot
PROPN,be,interest
regime,have,it
PROPN,have,attention
background,to,decision
figgin,key,run
t,call,timeout
man,show,sign
PROPN,will,lead
committee,have,hearing
government,have,that
PROPN,have,other
member,run,clinic
attack,vindicate,he
backing,spur,dream
backing,have,statelet
version,egg,justification
breakthrough,would,document
PROPN,defeat,PROPN
fact,have,application
fact,remind,we
government,sacrifice,popularity
doctor,suspect,concern
doctor,never,concern
PROPN,have,member
PROPN,deserve,praise
authority,allege,that
person,can,person
t,don,person
PROPN,flood,town
guy,ask,I
PROPN,get,deficit
investigator,be,possibility
PROPN,be,support
woman,to,dream
friend,find,investor
salmonella,contaminate,tomato
feeling,stop,I
incident,raise,alarm
result,will,attempt
PROPN,provide,information
officer,use,PROPN
PROPN,learn,much
PROPN,t,sleep
baby,tell,meeting
investigation,find,drink
officer,have,team
middleman,can,chief
t,get,it
PROPN,oppose,which
PROPN,would,PROPN
t,don,athleticism
PROPN,have,21
vaccine,have,approval
question,prompt,week
PROPN,could,dividend
doc,give,these
force,have,PROPN
PROPN,carry,bombing
jury,hear,exhibit
jury,examine,exhibit
jury,watch,day
suspect,need,licence
PROPN,string,completion
herd,do,this
poll,show,charge
PROPN,make,that
PROPN,ask,he
woman,tilt,percent
PROPN,work,joke
PROPN,will,semi
town,play,role
bug,cause,sickness
representative,attend,meeting
PROPN,take,trip
PROPN,have,season
PROPN,have,way
million,be,choice
million,to,commitment
PROPN,be,job
office,can,anyone
office,can,finding
language,give,percent
camera,roll,soda
camera,drink,soda
return,follow,violence
death,change,he
referee,do,incident
weed,love,garden
scientist,have,clue
PROPN,make,remark
party,to,stranglehold
patient,require,re
money,have,PROPN
PROPN,say,care
petition,have,signature
PROPN,have,attorney
history,teach,anything
PROPN,get,break
PROPN,raise,concern
PROPN,receive,vote
PROPN,be,promotion
concept,have,problem
people,see,what
PROPN,will,strategy
government,have,bid
leader,make,statement
nation,express,support
activist,have,PROPN
t,have,port
bank,will,intention
job,pay,250
PROPN,watch,race
official,adopt,camouflage
ship,may,cable
PROPN,know,man
PROPN,thread,four
PROPN,offer,lowdown
police,be,road
PROPN,build,lead
money,will,building
ministry,attribute,drop
tag,mean,revenue
official,see,PROPN
prosecutor,charge,he
PROPN,have,step
PROPN,hand,child
grief,hold,sway
force,have,PROPN
judge,have,retrial
action,give,hope
hospital,be,PROPN
PROPN,drop,player
PROPN,force,PROPN
PROPN,batter,coast
bank,have,time
PROPN,deserve,consecration
claimant,rise,rise
claimant,mark,rise
gunman,wound,driver
PROPN,buy,share
PROPN,have,shrine
PROPN,to,restriction
PROPN,duel,stretch
PROPN,sign,first
doctor,will,regiman
win,put,PROPN
win,give,start
council,to,issue
PROPN,buy,set
programme,will,you
minister,issue,statement
man,obtain,instruction
PROPN,claim,all
PROPN,have,all
PROPN,be,much
phisher,send,e
PROPN,miss,day
announcement,mark,blow
rage,break,surface
PROPN,have,operation
PROPN,hand,PROPN
people,be,we
neighbor,have,talk
PROPN,have,graviance
PROPN,damage,PROPN
government,be,precaution
judge,will,say
child,lead,process
PROPN,open,bookstore
PROPN,celebrate,championship
news,follow,report
Police,issue,appeal
PROPN,take,it
PROPN,define,it
delegate,say,duty
delegate,feel,duty
PROPN,can,criticism
veteran,mobilise,van
memorial,decorate,yard
quake,cause,tsunami
president,have,idea
estimate,suggest,idea
datum,indicate,percent
PROPN,report,loss
economy,expand,percent
PROPN,implicate,one
medicine,include,36
examiner,have,step
examiner,do,step
film,have,supporter
investigator,examine,child
music,can,fan
PROPN,plan,wrinkle
PROPN,have,utmost
meeting,resume,talk
PROPN,cut,that
employer,predict,shock
PROPN,tell,PROPN
PROPN,create,lesson
analyst,watch,figure
PROPN,have,idea
bickering,have,PROPN
relocation,carry,estimate
PROPN,might,time
notice,take,week
move,follow,outrage
generation,join,force
guest,include,candidate
strain,could,legion
schoolmate,call,he
client,include,PROPN
employee,roll,vehicle
action,will,PROPN
agency,make,progress
sanction,put,pressure
sculpture,have,presence
PROPN,have,claim
authority,be,race
party,draw,draft
PROPN,hold,primary
PROPN,win,matchup
PROPN,contribute,imagery
PROPN,promise,relation
spokesman,note,condition
PROPN,expel,diplomat
PROPN,boot,diplomat
operation,would,effort
PROPN,have,restraint
call,might,day
deal,give,PROPN
PROPN,pay,euro
court,order,police
goal,change,game
service,be,traction
family,be,bill
spawn,see,himself
PROPN,have,message
PROPN,mark,period
conservatory,enable,we
PROPN,go,feeling
PROPN,have,feeling
PROPN,would,move
people,have,request
player,drop,he
rebel,have,candidate
PROPN,have,row
pullout,honour,pledge
flick,release,PROPN
PROPN,tell,reporter
man,threaten,staff
man,steal,cash
PROPN,can,improvement
woman,undermine,movement
shutdown,would,spread
shutdown,limit,number
afghan,demand,retribution
topping,do,base
inexperience,lead,stage
inexperience,set,stage
PROPN,tell,PROPN
page,have,fever
t,buy,house
result,raise,doubt
recession,be,dispute
t,have,fact
commander,have,step
economy,have,corner
PROPN,do,it
clawback,be,criminal
t,have,gain
militia,attack,force
report,include,"25,000"
time,overtake,project
murder,could,militant
lender,be,focus
assailant,flee,scene
majority,will,resistance
commentator,know,identity
t,know,relative
practice,show,life
PROPN,write,she
PROPN,choose,she
expert,tell,conference
witness,call,911
politic,can,job
PROPN,suspend,staffer
PROPN,win,election
trial,cross,PROPN
trial,enter,PROPN
candidate,reach,majority
man,attack,he
party,lose,three
stem,will,flower
universe,have,dimension
language,give,many
PROPN,tell,jury
PROPN,close,game
PROPN,open,cafe
people,can,cup
people,enjoy,cup
audit,cover,hospital
rabbi,come,contribution
manner,antagonize,opponent
manner,alienate,ally
friend,list,information
PROPN,have,yard
PROPN,have,yard
PROPN,have,homer
quartet,play,PROPN
Police,urge,anyone
accident,to,they
PROPN,have,version
PROPN,want,which
winning,mean,survival
army,will,afternoon
court,turn,appeal
strategy,cover,sector
collider,could,hole
t,have,access
people,have,right
PROPN,take,lead
PROPN,grab,rung
sea,can,risk
student,have,virus
disease,can,memory
disease,find,way
raid,may,site
science,learn,more
thinker,have,crisis
collision,leave,leg
climate,leave,household
PROPN,do,action
PROPN,cast,glance
expert,have,infection
rebel,will,call
government,can,that
lawsuit,claim,damage
PROPN,take,office
PROPN,suspect,which
PROPN,have,season
PROPN,should,effort
PROPN,should,anything
manufacturer,have,development
diplomat,be,support
PROPN,take,two
PROPN,to,rethink
people,will,that
player,have,point
land,be,lawsuit
root,have,little
tv,delay,start
group,have,moniker
force,have,role
killing,echo,attack
talk,have,agreement
observer,to,round
percent,show,sign
scientist,study,gene
half,involve,production
PROPN,rally,PROPN
PROPN,expect,cent
PROPN,undergo,surgery
survey,indicate,extreme
PROPN,pass,bill
dozen,confront,contingent
nurse,find,success
PROPN,describe,role
fighting,have,PROPN
percent,have,improvement
percent,to,defect
industry,ready,itself
visitor,never,what
PROPN,point,word
number,have,trade
farmer,be,trade
leader,deliver,lecture
water,come,promise
water,honour,promise
lender,face,period
PROPN,say,boy
one,say,it
company,must,report
government,buy,stake
photo,show,limb
PROPN,must,blessing
figure,suggest,problem
PROPN,say,video
PROPN,post,video
PROPN,feature,message
staple,raise,bid
company,be,message
company,reset,password
director,want,veteran
finding,have,core
girl,pose,question
lender,have,rate
PROPN,have,PROPN
participant,attend,seminar
device,would,rhythm
hasn,revolutionize,society
PROPN,keep,scoreboard
PROPN,add,some
medium,call,what
company,generate,percent
airline,may,charge
navy,have,patrol
soldier,sailor,airman
PROPN,stage,instrument
PROPN,play,instrument
PROPN,attend,which
PROPN,replace,PROPN
test,can,source
test,help,cut
gryder,shut,airport
PROPN,have,side
region,could,self
officer,burst,car
officer,search,car
PROPN,have,idea
